id,tourName,location,price,rating,ratingCount,link,description
178,Ayung River Rafting Ticket And Transfer,Seminyak,444751,4.1,7,https://www.booking.com/attractions/id/prajcfiabosi-ayung-river-rafting-all-inclusive-ticket-admission.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Experience the best adventure of white-water rafting on Ayung River, take the chance on your travel time in ubud to a state-of-the-art rafting reception center at Payung Rafting for a safety briefing before you traverse Class II and III rapids with an expert professional river guide white water rafting. Afterward, enjoy a gourmet buffet lunch and fully access to the change room, bath room and locker facilities at Payung rafting ubud payangan bali. As # 1 longest fun route of 2 hours rafting adventure at ayung river."
179,Ubud Tirta Empul Temple Blissful Cleansing,Seminyak,940940,5.0,2,https://www.booking.com/attractions/id/prxdc3djgoxv-ubud-tirta-empul-temple-blissful-cleansing.en-gb.html?source=searchresults-product-card&ufi=-2683839,"We will begins to walks in the forest sanctuary at Ubud and next we will visit Tirta Empul temple for purification session. There we will start a powerful cleansing ritual where you let go of everything which no longer serve you and take in that what drives you forward. On the way to massage center we will stop at rice terrace for having lunch or drinks. Then we'll continue to get your body relaxing through 60 minutes tranquil touch of Traditional Balinese Massage that provides you the sense of wellbeing, serenity, and deep."
180,"Ubud: Waterfall, Rice Terraces & Monkey Forest Private Tour",Ubud,638869,5.0,1,https://www.booking.com/attractions/id/pr4qwpyxjmyu-ubud-waterfall-rice-terraces-monkey-forest-private-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"* The booking requires a minimum of two people, and there is an additional cost for each extra person. * our tour is always private car * Visit the traditional Temple * See a Balinese architecture complex * Go to a market that sells produce, souvenirs, and more * See the magical Tegalalang Rice Terraces * Take a stroll in Ubud Monkey Forest to see long-tailed macaques"
181,Private Full Day Tour in Ubud,Ubud,1578060,5.0,3,https://www.booking.com/attractions/id/prevuheid0u1-private-full-day-tour-in-ubud.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Discover the top attractions in Ubud with ease on this private full-day guided tour. Enjoy pickup from your Bali hotel and travel by air-conditioned vehicle to Celuk Village, Tegenungan Waterfall, Tirta Empul Temple, Tegalalang Rice Terrace, Monkey Sanctuary, and the Ubud center. Following pickup from your hotel, head to Celuk Village and get the opportunity to show for works from gold and silver. Take in the roaring falls at Tegenungan Waterfall, then explore Tirta Empul Temple, a traditional Hindu temple and famous for its holy spring water. Next, enjoy the scenery and rice paddies at Tegalalang Rice Terrace which is listed as UNESCO World Heritage Site. Visit the Sacred Monkey Forest Sanctuary, home to the hundreds of Balinese long-tailed monkeys. Before drop-off, stop at Ubud center of self exploration (Ubud traditional market & Ubud palace)."
182,Car charter in Bali with English Speaking Driver,Seminyak,950113,5.0,4,https://www.booking.com/attractions/id/prdmxmu8kypt-car-charter-in-bali-with-english-speaking-driver.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Car Charter in Bali with English Speaking driver guide for 12 hours quote per car, up to 6 person, to anywhere in Bali with no extra charges. Special program offered with own plan and arrangement with 100% flexibility during the trip. Just plan your itinerary or easier discuss with our team to get best arrangement and schedule. With maximum 12 Hours used of our car and accompanying by our professional English Speaking Driver, you can explore your most  favorite place in Bali to complete your holiday."
183,Waterbom Bali Tickets – Single Day Pass,Kuta,693091,5.0,3,https://www.booking.com/attractions/id/prlrn3bc6vuv-waterbom-bali-tickets-single-day-pass.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Exciting water slides slice through 3,8 meters of landscaped tropical parks providing hours of fun and entertainment for the young and young at heart! World-class slides and rides are built and maintained to strict international safety standards. The advanced salt chlorination technique is soft on the environment and on your skin. The ultimate escape to relaxation or thrills. Whatever satisfies the soul most! A globally acclaimed waterpark that guarantees a day of fun!"
184,Bali Swing Pioneer with Optional Inclusions,Ubud,251042,4.6,99,https://www.booking.com/attractions/id/prqzkrc3tcu8-bali-swing-pioneer-with-optional-inclusions.en-gb.html?source=searchresults-product-card&ufi=-2683839,"With admission to the Bali Swing Pioneer complex in Ubud, you’ll have a go at various outdoor swings offering some of the world's best views. You can soar to heights ranging from 33–256 ft above ground on the different swings and pose for photos inside the cosy nests. Below, the lush scenery of the jungle and valley with its rice terraces and waterfalls will stretch out towards the horizon. You can choose between numerous packages, some including additional activities like the Sacred Monkey Forest, Tegalalang Rice Terraces, lagoon snorkelling, an ATV ride, river-rafting or a waterfalls tour."
185,Celuk Bali Silver Class: Hands-On Silver Making Class,Ubud,412656,5.0,2,https://www.booking.com/attractions/id/prjur3nbhhim-silver-jewelry-making-class-with-local-silversmith-in-bali.en-gb.html?source=searchresults-product-card&ufi=-2683839,"In the next two until three hours, you're about to embark on a unique experience in Bali, crafting silver jewelry from scratch. As you step into the world of silversmithing, you'll be surrounded by the intricate designs and rich traditions of Balinese craftsmanship. Guided by skilled artisans, you'll learn the art of shaping raw silver into stunning pieces, from delicate pendants to intricate bracelets. The rhythmic sound of hammers and the gentle glow of the silver will transport you into a realm of creativity and beauty. Get ready to immerse yourself in a timeless craft, creating memories that will last a lifetime."
186,"Ubud Small Group Tour: Monkey Forest, Tegalalang Rice Terraces and more",Kuta,327625,4.9,11,https://www.booking.com/attractions/id/prft1ye5f85u-ubud-small-group-guided-tour-monkey-forest-tegalalang-rice-terraces.en-gb.html?source=searchresults-product-card&ufi=-2683839,"• Cover a lot of ground in one day as you zip through Ubud’s major sites in a private car • Walk through the Monkey Forest, and visit the legendary temple complex of Tirta Empul • Visit the famous Ubud Market • Pickup and drop off to your hotel in a private car"
187,Ayung Bali Rafting with Hotel Transfer,Ubud,294863,5.0,2,https://www.booking.com/attractions/id/prbte6pt9ahi-ayung-bali-rafting-with-hotel-transfer.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Discover the Uniqueness of Our Bali Tours: ⭐Personalized Itineraries ⭐Experienced Local Guides ⭐Off-the-Beaten-Path Destinations ⭐Authentic Cultural Experiences ⭐Value for Money ⭐Convenient Inclusions ⭐Flexibility and Customization ⭐Excellent Customer Service ⭐Stellar Reviews and Reputation Experience the thrill of white water rafting in Ubud, Bali with our convenient hotel transfer service. Embark on an adrenaline-pumping adventure as you navigate through the challenging rapids of the Ayung River. Marvel at the lush green surroundings, cascading waterfalls, and dramatic gorges as you paddle along the river. Our experienced guides will ensure your safety and provide all necessary equipment. After the exhilarating rafting experience, enjoy a delicious buffet lunch with stunning views of the river. Don't miss this exciting opportunity to explore Bali's natural beauty and add a touch of adventure to your holiday."
188,"Ubud Monkey Forest, Rice Terrace & Tirta Empul Temple Tour",Ubud,442294,5.0,2,https://www.booking.com/attractions/id/priymznybzdf-ubud-higlights-monkey-forest-rice-terrace-and-temple-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Discover Must-see places in Ubud with private guided tour to Explore Sacred Monkey Forest, Tegalalang Rice Terrace and Hidden gem waterfall. This tour will allow you to get close with hundreds of wild monkeys at Monkey forest, Get the chance to capturing yourself with them. For you souvenirs hunter we will take you to visit Ubud traditional market. Many things that you should get for your family. To complete your tour, We will drive you to Tegalalang rice terrace. Enjoy the stunning panoramic views of lush green rice fields cascading down the hills, creating a mesmerizing mosaic of natural beauty. Here you also can do the Ubud Jungle Swing. Next you will guided to Tirta Empul temple with it's famouse for water purification, The last but not least to Visit Tibumana waterfall. The waterfall cascades gracefully down a cliff into a shallow pool below, creating a tranquil oasis perfect for swimming and relaxation. Surrounded by lush greenery and tropical foliage."
